user_id,involved_project_count,first_seen,last_seen,tenure_days,user_weight
07CKK6JkCHf2314OCPC4uOWdcYf1,1,2023-11-30 18:30:00,2023-11-30 19:49:00,1,1.0
07G8Cyvj0WSjnn8kDSE1RsNlRe62,1,2022-10-12 17:27:00,2022-10-12 17:29:00,1,1.0
07TB16BOyZPKLjSfTZZiK3iOtDD3,1,2022-11-18 17:06:00,2022-11-18 17:11:00,1,1.0
07V43hcBefcWkbuwGzKAdAgfRf22,5,2022-03-08 17:47:00,2022-04-15 22:33:00,39,2.321928094887362
07XSJrIbfOMDqXrfgZYQaqLy65s1,1,2023-07-06 17:40:00,2023-07-06 17:41:00,1,1.0
07t71l9HLld6BGs9HgpNYrghpxE3,1,2022-05-26 13:27:00,2022-05-26 13:34:00,1,1.0
0812lSPrQidbUk3kojGSMWzwuWW2,1,2024-10-18 05:40:00,2024-10-18 05:55:00,1,1.0
08QxnsUJb8aNIfGNmZZWQuQOn7H3,1,2024-09-14 15:49:00,2024-09-27 03:51:00,13,1.0
08RnEBKuTBMBzGq6Xb2RjawH9M82,1,2024-03-24 20:41:00,2024-03-24 20:41:00,1,1.0
08afPfPr4BRoz5I1Xgm4K4RmCGk2,1,2024-09-08 18:47:00,2024-09-08 18:47:00,1,1.0
08eCzsv0qeSIAgq4eDsuByjis5z1,1,2024-08-16 14:33:00,2024-08-16 14:33:00,1,1.0
08ySxrrhtrMpJAFP0P5E4yCbloq1,2,2022-10-09 01:58:00,2022-10-09 03:30:00,1,1.0
08zR2YnWNXh8b5sFd2xEVa2c2t53,3,2023-01-18 22:02:00,2024-04-06 03:06:00,444,1.584962500721156
093FDowhiTNyf2lEeZddtQrMzY43,4,2022-03-23 05:31:00,2023-05-17 06:16:00,421,2.0
095K4ju3FjMKKS0hepEsieL1jj53,1,2024-11-09 19:59:00,2024-11-10 20:33:00,2,1.0
09A6teMoD9gfzK0FE6o9MuYhTTF2,1,2024-10-13 23:49:00,2024-10-13 23:49:00,1,1.0
09G9UqZq9yODe5XRl1ekhchba3x1,3,2024-04-19 14:30:00,2024-04-26 17:56:00,8,1.584962500721156
09K1WpmDb2Rlj5zGEQ3DUNKxi8o1,2,2022-01-26 23:16:00,2022-02-08 17:00:00,13,1.0
09X4Je3mJYY3znQ1R9JyziH5xKR2,1,2024-03-04 21:54:00,2024-03-04 21:54:00,1,1.0
09kCH8Is8wdrWikrYOdSNkcxqtj1,1,2022-09-19 16:47:00,2022-09-19 16:47:00,1,1.0
09nhZNstHvM6drMKng9GKOykLJS2,1,2023-10-23 17:40:00,2023-10-23 17:40:00,1,1.0
09oR0mIVEQhndbThuLYJKQwmQzc2,2,2024-09-26 19:18:00,2024-09-28 22:10:00,3,1.0
09wP293GPrRKt2Q5EKkhLuzow2R2,11,2022-01-24 03:08:00,2024-10-02 23:35:00,983,3.4594316186372973
0A1j8SAFq2RFO32nahxPY29Ozav2,1,2022-10-12 17:57:00,2022-10-12 17:57:00,1,1.0
0A9C61hNTHazJC64bLKtflLlvGV2,1,2023-04-06 18:59:00,2023-04-06 19:07:00,1,1.0
0AG0RaqztSaQFdd7SI1RXPusoIx2,1,2024-11-06 09:18:00,2024-11-06 09:18:00,1,1.0
0AJevUfvN1NQX3WToKJJg5ZlHY13,4,2022-03-12 01:10:00,2022-04-06 16:04:00,26,2.0
0AOK6yXXmCeVA1PcxB50tbQXmzn2,2,2023-01-09 06:42:00,2023-01-10 09:37:00,2,1.0
0ATmDQUnALaGAliTVHOCpWo63cf1,1,2024-04-27 14:02:00,2024-04-29 20:56:00,3,1.0
0AXpJyGbMgZxHWOeiMblkupcEmk2,2,2024-09-26 19:59:00,2024-09-26 20:18:00,1,1.0
0AchkAY5gTfvHy9oINajcmbrICF3,1,2023-09-19 17:45:00,2023-09-19 17:55:00,1,1.0
0AmTFODZMHYQlhsSMUwOHUeOPRH3,1,2024-11-22 15:32:00,2024-11-22 15:32:00,1,1.0
0AucNXzjvWeAEa9fcYIewnSmX2m1,2,2024-04-09 00:29:00,2024-04-23 15:39:00,15,1.0
0Av4UyuDt5Rz48l5HZKfqwxHPys1,1,2022-06-23 03:12:00,2022-06-23 03:12:00,1,1.0
0B0oJvoS38YVOVOtte8uyDqane02,1,2024-06-07 16:33:00,2024-06-07 17:11:00,1,1.0
0B1EnUTUamcjnwMhDr112hDKzCe2,1,2022-10-07 23:21:00,2022-10-07 23:21:00,1,1.0
0B6358ojQgOfeLgG8kbxY5BRWCk1,1,2022-03-28 01:21:00,2022-03-28 01:21:00,1,1.0
0BCbyysG1IWobrynomhrY3hKQ2F2,1,2023-08-30 16:22:00,2023-08-30 16:54:00,1,1.0
0BEeuhaB7TPcl647lgEzoy9cFpX2,1,2022-07-13 08:16:00,2022-07-13 08:16:00,1,1.0
0BGj0bKJAWcAJ4gJXjwqWuqu3nd2,1,2022-11-21 03:20:00,2022-11-21 03:20:00,1,1.0
0BJVLNA6PANfgQJEpkoVWU3AYni1,3,2022-03-07 02:21:00,2022-03-20 04:09:00,14,1.584962500721156
0BMQ5bjBKlbr8pZJi9SjFrfuwVj2,1,2022-02-11 15:53:00,2022-02-11 15:53:00,1,1.0
0Bi2VpvrxQSnS4Jswck3NBm5lgG3,1,2024-04-16 15:44:00,2024-04-16 15:57:00,1,1.0
0Bpi9LG5SvOrp2JbNrzSWWIcoUy2,2,2022-03-20 23:21:00,2022-03-20 23:24:00,1,1.0
0Bpk9AS6ZrZbwRUyn9dgMCAD0w33,1,2024-10-22 19:32:00,2024-10-22 19:39:00,1,1.0
0BpzfroIDAcqVv6Kec01LizwpYr2,2,2024-04-19 19:59:00,2024-10-18 21:19:00,183,1.0
0CEwWN4is2bjZBt9vbI40wQIXR82,1,2022-09-22 17:02:00,2022-09-22 18:16:00,1,1.0
0CRdNu7uf8cvvbqB1ZFkuz6MnVI3,1,2022-06-22 18:32:00,2022-06-22 18:44:00,1,1.0
0CXgieqrprddstvSdfhV7JXZLIo1,2,2022-03-21 09:43:00,2022-03-24 01:41:00,3,1.0
0CcH55yzxHUn8A8iEKPYUrctdNx1,1,2022-03-14 17:46:00,2022-03-14 17:46:00,1,1.0
0CrN68H9TDXbEeyLSgZ7DqguhRf1,2,2022-10-19 12:16:00,2022-10-25 13:51:00,7,1.0
0CxIr4xdlwQixkGI92TYrCO36X82,1,2022-09-29 06:37:00,2022-09-29 07:57:00,1,1.0
0D0iqXRZ5YSq9eKQtoxvS3svy8r1,2,2024-10-08 19:02:00,2024-10-08 19:09:00,1,1.0
0D2IUt0d4KelNVeCpBvBiGmqAO03,1,2022-05-02 04:04:00,2022-05-02 04:04:00,1,1.0
0DDP4MxI7TR45TZUgnlUH1lCmE43,1,2024-09-29 02:11:00,2024-09-29 02:11:00,1,1.0
0DYxodsDTjWfN9pNGsaMqmiyxE33,1,2022-03-12 01:02:00,2022-03-13 02:13:00,2,1.0
0DctxplJqUg5Fnxz8J1seb784YF2,1,2022-07-25 17:34:00,2022-07-25 17:35:00,1,1.0
0DoTGp3lPzM930EhdGJSf8x4Jqg2,1,2024-06-04 18:26:00,2024-06-04 18:50:00,1,1.0
0DwbrdjY8iZYt2qMz2UiRSGjyLR2,2,2023-07-19 18:22:00,2024-07-17 16:59:00,364,1.0
0E13BG60Z7WbH5I6Sfcl5BHp3q42,2,2023-08-16 18:12:00,2024-03-05 19:36:00,203,1.0
0ECjUuh65yMJHdIR2z3DmJBVjEM2,2,2022-03-11 11:53:00,2022-03-28 06:02:00,17,1.0
0ECycxrVTnOK093X9Uz0Mu9K5333,1,2023-10-11 16:12:00,2023-10-11 16:27:00,1,1.0
0EGcrFDstYdaEf5AseLXK26eXeG2,1,2024-05-15 17:23:00,2024-05-15 18:54:00,1,1.0
0ELGkiW8OggQKHhk1JgjZnX4uBi2,1,2022-03-04 08:31:00,2022-03-10 13:15:00,7,1.0
0EdqO63xTSYVWKe9bZSIglM3CrG3,1,2022-03-24 10:54:00,2022-03-26 13:30:00,3,1.0
0EixTDMjsHYgoZearw8oLl15WpF3,1,2022-04-04 03:41:00,2022-04-04 03:43:00,1,1.0
0El8uX98amaaDbcFO1CrkvzDvAH2,2,2022-04-01 00:52:00,2022-04-06 02:14:00,6,1.0
0EriMJmqWzRtr6eML47VszipCgZ2,1,2022-10-05 18:31:00,2022-10-05 18:46:00,1,1.0
0EtqHYKdO3bxh1yyluXYLrgrX8o1,1,2022-11-04 17:27:00,2022-11-04 17:54:00,1,1.0
0F85yXFi7mcFLFz7BhKE2umhLtj1,1,2022-03-28 05:41:00,2022-03-28 05:41:00,1,1.0
0F9yPOOCoqeBB2SydPlePHoW95I2,1,2023-10-24 16:05:00,2023-10-24 16:14:00,1,1.0
0FK76QgLCzdafMDklcERwO0p1UM2,1,2022-05-19 17:27:00,2022-05-19 17:58:00,1,1.0
0FLhI2OZOfVHZDZbK0FGK2vl1rc2,1,2023-09-17 23:52:00,2023-09-25 13:53:00,8,1.0
0FdW9uWrZiUK7vFc3vAcgWShFgj1,1,2022-05-19 08:12:00,2022-05-19 09:22:00,1,1.0
0FfBtMb99EetQ1W3y4nuRIa01hk1,1,2024-10-14 15:59:00,2024-10-14 16:01:00,1,1.0
0FmlYERE4Zc7q9iNjvEvJf7beZ43,1,2024-06-27 15:52:00,2024-06-27 16:22:00,1,1.0
0Fp6cu264kcpmsmW2OeHXPIpnsF3,1,2022-07-11 18:34:00,2022-07-11 18:34:00,1,1.0
0FskdEhWzDPGRFFzVtWnmsXywqD2,5,2022-03-17 12:30:00,2022-03-28 02:22:00,11,2.321928094887362
0G4yoPn2kWcncMIZLmxB5WFe5nJ3,1,2023-10-11 04:29:00,2023-10-11 04:29:00,1,1.0
0GO84jinkpVt2oPfJ8E3ITHDG4B2,2,2024-06-26 16:32:00,2024-06-28 11:39:00,2,1.0
0GOdrl9DSZgKyHiTJe04649IEC63,1,2022-03-22 07:51:00,2022-03-22 07:51:00,1,1.0
0GSpa1VBF3X5pVvtT705cGAR9il1,1,2023-10-30 16:38:00,2023-10-30 16:38:00,1,1.0
0GUeCOi20KcxdJkLLR8OzpcjnlS2,2,2022-05-24 19:12:00,2022-06-28 19:55:00,36,1.0
0H0zBVyACeP8VgPCGQMiakLtwuv1,2,2022-01-28 12:22:00,2023-01-20 11:05:00,357,1.0
0H5cqeQJWpY3owwv5uNiBcAgtRn2,1,2024-11-26 06:55:00,2024-11-28 05:40:00,2,1.0
0HC6ng0VAEN8cjad2jzNqXGHND03,1,2024-09-26 14:47:00,2024-09-26 14:47:00,1,1.0
0HKQaXEA5PYWIm3OrPNjnW08TIB3,1,2022-10-19 19:27:00,2022-10-19 19:53:00,1,1.0
0Ha6JbzLE7WwQrBc2Aq9nrgHLKI3,1,2022-06-28 14:54:00,2022-06-28 15:01:00,1,1.0
0HeR0N36B3SXrZCTdIoxri25IyG2,2,2022-08-23 18:18:00,2022-10-18 18:02:00,56,1.0
0HiukXW3fuP5hlHbDrRmrCqMz7P2,1,2022-03-30 04:31:00,2022-03-30 04:31:00,1,1.0
0HkNoj2QB3Tv22VuyMXPYhkx13u2,1,2024-05-09 10:50:00,2024-05-09 10:50:00,1,1.0
0Hw6M3JmE2Vgk4KlpRoPY6aegrv1,1,2024-08-01 08:16:00,2024-08-01 08:26:00,1,1.0
0I6eEh3BaUXk4zGdjyIa68T5gF72,1,2023-09-26 20:15:00,2023-09-26 20:52:00,1,1.0
0ISlyuHeCAXeirwAQjgk8q4I6rJ3,1,2023-06-26 17:48:00,2023-06-26 17:53:00,1,1.0
0ITMYjhpTQase9WGbNgVdGD5WKp1,4,2022-03-17 05:52:00,2022-03-28 11:35:00,12,2.0
0IYbEdELKYNfHKcdyI32Uilhq0m1,2,2022-03-14 20:03:00,2022-03-18 19:32:00,4,1.0
0IejNtGTJQTUoU7mHP3Ptc3O3kA3,1,2023-02-17 07:33:00,2023-02-17 07:33:00,1,1.0
0Ir5zslmb9Ygwj80Ra4t2BnicT02,4,2023-02-16 16:39:00,2023-07-28 21:13:00,163,2.0
0IrLMfR0wPROkMCkLuzDenPTj763,1,2024-07-11 21:49:00,2024-07-19 02:40:00,8,1.0
0IxlKxwsHJWwcUUxtZqgCcEdETJ2,3,2022-03-11 07:44:00,2022-03-24 04:56:00,13,1.584962500721156
0JB5BEmfiHUnm4Qu4qUnpPRLSVy1,1,2022-06-13 14:01:00,2022-06-13 14:01:00,1,1.0
0JGDX4tJRhUY4CEiZZQcZNZh15c2,1,2024-11-13 14:53:00,2024-11-13 15:26:00,1,1.0
0JLmDfIttDPLYWeVIu0OLGky4Mo1,1,2024-09-20 01:26:00,2024-09-20 01:50:00,1,1.0
0JPyBR7O7hQUgjT5fLDldcxNpSt2,1,2022-03-17 16:01:00,2022-03-17 16:03:00,1,1.0
0JQNrHey5mc2UyHl9Eg2qqa2Uz12,1,2022-03-28 01:16:00,2022-03-28 01:16:00,1,1.0
0JbKWJbuJcfgWVTPyQHshgVjxbI3,3,2022-02-15 02:14:00,2022-03-17 10:41:00,31,1.584962500721156
0JcfEGupIPbvA7RMhIXS15Vr5282,2,2022-10-18 11:15:00,2022-10-20 13:09:00,3,1.0
0JdfNYqZVPWChuskSX9HZVmz8R63,1,2024-06-07 16:34:00,2024-06-12 14:12:00,5,1.0
0JgOyU8I9JMkqPpXEmAurm97Ko73,2,2024-10-20 22:09:00,2024-11-13 18:15:00,24,1.0
0JqQrSoPBqgSDQQr1so7l3ZivQD3,1,2024-10-08 13:38:00,2024-10-08 13:56:00,1,1.0
0Jqq7tw3MNYdgpw9aB6w54WFHiI3,1,2022-11-30 17:15:00,2022-11-30 17:17:00,1,1.0
0JzUtM6dJwcqqsmV6LVHRlGxpgg2,1,2024-06-07 04:16:00,2024-06-07 04:45:00,1,1.0
0KD35qmsHLhxJP2aZeVsDS1508N2,2,2022-10-19 01:27:00,2023-03-04 22:47:00,137,1.0
0KahehLhzVbR3Gevn4PebIqnbaE3,1,2022-05-29 07:51:00,2022-06-02 08:18:00,5,1.0
0KimpqWXLeTSxx2GqO05YLJZ99B3,3,2022-03-22 06:06:00,2022-03-22 06:10:00,1,1.584962500721156
0Kst5L3I6WTWDayyGeP8IVdp7sO2,1,2023-11-09 15:18:00,2023-11-09 15:18:00,1,1.0
0LIprodpYvWLzMwc1gAAz80D9pC2,1,2022-10-26 22:35:00,2022-10-26 22:58:00,1,1.0
0LyPMUkJmeWux19hqvQFHrITZif2,2,2022-06-19 18:41:00,2022-08-11 09:12:00,53,1.0
0MZnMwNyT9c6xgh83ADwShgjKeh2,1,2022-06-19 21:14:00,2022-06-19 21:14:00,1,1.0
0Mh2OLwQVygUlt5uN881Fq5jgA13,2,2022-03-24 01:08:00,2022-03-28 01:14:00,5,1.0
0MnE4AGBEFeicOo0lyiQx3FS5si2,1,2022-11-04 17:28:00,2022-11-04 18:56:00,1,1.0
0MpQGCZ6L1QDQFzN50OvKgu2tYy2,1,2022-09-16 07:03:00,2022-09-16 08:01:00,1,1.0
0MyF82QpE8fuJ0MUKS4Wv9p5Rgj1,2,2022-10-27 19:35:00,2023-12-19 17:36:00,418,1.0
0N1lhg0NJAN6lvAfEBkhzXnXgv53,2,2024-03-05 18:19:00,2024-09-11 18:52:00,191,1.0
0N6thFcZ8KfFVk0cyztn2XvDnKn1,2,2022-03-17 01:29:00,2022-03-22 06:09:00,6,1.0
0NGJ2MlnseOSX787mr2jMIf5JH32,2,2022-07-11 21:35:00,2022-07-11 21:38:00,1,1.0
0NGiBNdA3KO1bLQ6zd5Tu2L5BWK2,1,2022-03-16 05:12:00,2022-03-18 05:42:00,3,1.0
0NX46ODqnqV6Ruc9CPRXaesreG52,1,2023-09-27 06:56:00,2023-09-27 06:56:00,1,1.0
0NaH2i3LybOHoCndFLvFZRu0jEj1,1,2022-06-07 03:32:00,2022-06-07 03:56:00,1,1.0
0NibXno7ADexW8KV07u0raqllTX2,2,2024-02-07 03:58:00,2024-10-07 20:33:00,244,1.0
0Nnhz2sQEzQQ5Rh3ij4UForUxll2,1,2022-03-31 01:39:00,2022-03-31 01:39:00,1,1.0
0Ns5HeBWyMh6VyXIF3n7OHY3xb62,1,2023-10-25 19:40:00,2023-10-25 19:40:00,1,1.0
0O3jYiPwoJc1n0hv7Te0lwKpzaA2,1,2024-10-11 17:31:00,2024-10-11 17:31:00,1,1.0
0OHrcBqUcuVR6pfKO2jddrP0ekr2,2,2022-03-21 06:42:00,2022-03-21 06:45:00,1,1.0
0OaitwXKaVS1oaW0lnq0MwNwnyA2,1,2024-07-05 17:14:00,2024-07-05 17:18:00,1,1.0
0OeHOQ91aRWvKq8sLTPdH4fXfT63,1,2024-03-07 21:00:00,2024-03-07 21:00:00,1,1.0
0OqMAD626hNpdcmjd1TJMJ6CzGn2,1,2024-08-22 19:28:00,2024-08-22 19:42:00,1,1.0
0OyRK7EVMmQteXs6SoMrtbHNbo02,3,2022-03-22 08:27:00,2022-03-22 09:48:00,1,1.584962500721156
0PJEETtYXkfocbnBfLceROo87St1,3,2022-03-14 13:27:00,2022-03-22 04:29:00,8,1.584962500721156
0PLuGX0bOiXTKVdwAqEaGOPjxdp2,1,2022-03-14 03:52:00,2022-03-14 12:50:00,1,1.0
0Pt2ri2nu6T71JKcIxGXWzSykLM2,1,2024-07-17 18:26:00,2024-07-17 18:29:00,1,1.0
0QAI5DO76OVB1C9uvoKSR7G1ff72,1,2024-08-29 10:28:00,2024-09-01 09:20:00,3,1.0
0QCwiA4kCzac6rlsedwmu5vPJb53,8,2023-07-23 22:32:00,2024-07-01 00:59:00,344,3.0
0QGIJEwtYfZLVwRihEgHHQQLycA2,1,2023-09-19 16:56:00,2023-09-19 17:00:00,1,1.0
0QKtnkVCT4S6hR4HopRnEBo0QMA3,1,2023-09-07 16:21:00,2023-09-07 16:21:00,1,1.0
0QMnDRr6fVSCkvDXLAdn8pta4HG3,1,2023-03-02 18:34:00,2023-03-02 18:51:00,1,1.0
0QQCPKsz2Bh3HtmseOBqSFN6qiq2,1,2024-02-21 20:40:00,2024-02-21 20:40:00,1,1.0
0QrzPmHKYMWI3wGlttETPWgtJHx2,1,2023-05-17 13:47:00,2023-05-17 13:47:00,1,1.0
0QtNiR9fjqelsh1D4kvgU1iPfyH3,2,2023-01-30 15:13:00,2024-03-16 12:34:00,411,1.0
0Qtpq5tSMyfNCrAOHpUbqlL5FSS2,2,2022-11-10 19:28:00,2023-04-05 14:54:00,146,1.0
0Qv4nFGWm5cIClwEEWzyypJVz6p2,1,2024-04-25 20:17:00,2024-04-25 20:17:00,1,1.0
0R6KLakZMsfwjHqNAkVu9y1CSpA3,1,2024-08-14 14:18:00,2024-08-14 14:29:00,1,1.0
0R7z6vc711SW0U1okHnumrH4It52,1,2024-10-18 02:44:00,2024-10-18 02:44:00,1,1.0
0R8DKx5q7WMndRcdng5Nto6xhdr2,2,2022-04-12 19:22:00,2022-04-21 15:52:00,9,1.0
0RCnBA5vAuZxjTuWDoMY6WndnUd2,1,2022-05-19 20:46:00,2022-05-19 20:46:00,1,1.0
0RGlRVvSEHhwGl11lE1KZHSZmd53,1,2022-10-12 15:47:00,2022-10-12 15:47:00,1,1.0
0RGuvumup2Q8FKcqnJGZdxx3LEF2,1,2024-06-06 17:36:00,2024-06-06 17:55:00,1,1.0
0RJ2CzN9nMaDw8HP8kIQnjTP1ay2,1,2023-06-26 17:29:00,2023-06-26 17:57:00,1,1.0
0RJxi1guEvUTCPlLPnA8z5PqJ0G3,1,2022-03-28 08:41:00,2022-03-28 08:41:00,1,1.0
0RLqfCWdOudGIEnYnuiHbfQzsx82,2,2024-10-24 04:39:00,2024-10-31 07:43:00,8,1.0
0RPYOyJmAGQDzj8CMh7LglHbOlp1,1,2022-10-27 16:54:00,2022-10-27 16:56:00,1,1.0
0RQgQiY1SmZaLCwNdVsdb6otYxf1,1,2023-10-05 14:28:00,2023-10-05 14:41:00,1,1.0
0RnDldKgUXdF2O0zC88USHMZ7mF3,1,2022-07-11 18:19:00,2022-07-11 18:54:00,1,1.0
0RslbNVFFzUERsbJL8bK3RgNJCs1,1,2023-07-20 13:58:00,2023-07-20 14:02:00,1,1.0
0RszuvUGXIhDiNA505giKiz21Hy1,2,2023-07-06 17:21:00,2023-08-17 16:52:00,42,1.0
0SFkmRiqmYUmOjB12R36rW9tIo52,1,2024-06-07 16:32:00,2024-06-07 17:29:00,1,1.0
